movie_code,Title,Revenue,Budget,Runtime,Opening_weekend_US,Rating,Production_company,Genre,IMDb_code,year_released,month_released,day_released
760926,Gold,176048,6500000,97,176048,R,"Deeper Water, Rogue Star Productions, Screen Australia, Stan, South Australian Film Corporation","Action, Adventure, Thriller",tt6020800,2022,01,13
287903,Krampus,61800000,15000000,98,61800000,R,"Universal Pictures, Legendary Pictures, Syon Media, Zam Pictures, dentsu, Fuji Television Network","Horror, Comedy, Fantasy",tt3850590,2015,11,26
23629,Sucker Punch,89792502,82000000,110,89792502,R,"Legendary Pictures, Lennox House Films, Warner Bros. Pictures, Cruel & Unusual Films","Action, Fantasy, Thriller",tt0978764,2011,03,24
19165,The Land Before Time V: The Mysterious Island,0,0,74,0,R,"Universal Cartoon Studios, AKOM Production Company","Animation, Family, Adventure",tt0123950,1997,09,12
11591,The Man with Two Brains,0,10100000,93,0,R,"Aspen Film Society, Warner Bros. Pictures","Comedy, Science Fiction",tt0085894,1983,06,10
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149,28000000,81,100654149,R,"Walt Disney Pictures, 21 Laps Entertainment, The Jim Henson Company","Family, Comedy",tt1698641,2014,10,08
10632,The Hunted,34234008,55000000,94,34234008,R,"Alphaville Films, Lakeshore Entertainment","Drama, Action, Thriller, Crime",tt0269347,2003,03,11
126277,American Mary,0,0,102,0,R,"IndustryWorks Pictures, 430 Productions, Twisted Twins Productions, Evolution Pictures","Horror, Thriller",tt1959332,2013,01,11
11665,Get Smart,230685453,80000000,110,230685453,R,"Mosaic Media Group, Mad Chance, Callahan Filmworks, Warner Bros. Pictures, Village Roadshow Pictures","Action, Comedy, Thriller",tt0425061,2008,06,19
11824,Teen Wolf,80000000,1200000,91,80000000,R,"Wolfkill, Atlantic Releasing Corporation","Comedy, Fantasy, Romance",tt0090142,1985,08,23
11431,Fever Pitch,50500000,30000000,104,50500000,R,"ELC Productions Ltd., Alan Greenspan Productions, Mars Media Beteiligungs, Fox 2000 Pictures, Flower Films, Wildgaze Films","Romance, Comedy",tt0332047,2005,04,06
9836,Happy Feet,384335608,100000000,108,384335608,R,"Kennedy Miller Productions, Animal Logic, Village Roadshow Pictures","Animation, Comedy, Family",tt0366548,2006,11,16
8373,Transformers: Revenge of the Fallen,836303693,200000000,149,836303693,R,"DreamWorks Pictures, Paramount Pictures, di Bonaventura Pictures, DeSanto/Murphy Productions, Ian Bryce Productions","Science Fiction, Action, Adventure",tt1055369,2009,06,19
1370,Rambo III,189015611,63000000,102,189015611,R,"TriStar Pictures, Carolco Pictures","Action, Adventure, Thriller, War",tt0095956,1988,05,24
75638,Red Lights,13551174,14000000,114,13551174,R,"Attitude Pinículas y Films A.I.E., Cindy Cowan Entertainment, First Generation Films, Nostromo Pictures, La Sexta, Canal+ España, Millennium Media, TV3, Atresmedia",Thriller,tt1748179,2012,03,02
428045,Iron Mask,8685794,49000000,121,8685794,R,"CTB Film Company, Russian Film Group, China Film Group Corporation, Buffalo 8 Productions, China International Picture, Fetisoff Illusion, GFA Entertainment, Gap Financing, Lime Studios, Sparkle Roll Media","Action, Adventure, Family, Fantasy",tt6218010,2019,08,16
227159,Horrible Bosses 2,107645357,42000000,108,107645357,R,"New Line Cinema, BenderSpink, RatPac Entertainment",Comedy,tt2170439,2014,11,12
195589,Neighbors,270700000,18000000,97,270700000,R,"Good Universe, Universal Pictures, Point Grey Pictures",Comedy,tt2004420,2014,05,08
69798,The Inbetweeners Movie,88823111,4478250,97,88823111,R,"Film4 Productions, IM Global, Bwark Productions, Young Films, Palma Pictures",Comedy,tt1716772,2011,08,19
18781,The Haunting in Connecticut,77500000,10000000,102,77500000,R,"Integrated Films, Lionsgate, Gold Circle Films","Thriller, Horror",tt0492044,2009,03,27
11683,Land of the Dead,47074133,15000000,93,47074133,R,"Romero-Grunwald Productions, Universal Pictures, Atmosphere Entertainment MM, Wild Bunch, Rangerkim, Ontario Media Development Corporation","Horror, Science Fiction",tt0418819,2005,06,18
692,Pink Flamingos,6000000,12000,93,6000000,R,"Dreamland Productions, New Line Cinema","Comedy, Crime",tt0069089,1972,03,17
87826,Here Comes the Boom,73100000,42000000,105,73100000,R,"Broken Road Productions, Columbia Pictures, Hey Eddie, Happy Madison Productions","Comedy, Action, Drama",tt1648179,2012,10,10
52505,The Other Woman,1451343,30000000,98,1451343,R,"Handsomecharlie Films, Marc Platt Productions, Is or Isn't Entertainment",Drama,tt1032825,2010,10,28
8090,Untraceable,52659594,35000000,101,52659594,R,"Cohen/Pearl Productions, Screen Gems, Lakeshore Entertainment","Thriller, Crime, Mystery, Drama",tt0880578,2008,01,22
2114,Final Fantasy: The Spirits Within,85131830,137000000,106,85131830,R,"Chris Lee Productions, Square Pictures, Square USA, Columbia Pictures","Adventure, Action, Fantasy, Science Fiction, Thriller, Romance, Animation",tt0173840,2001,07,02
157851,Maps to the Stars,1338365,15000000,112,1338365,R,"Prospero Pictures, Sentient Entertainment, SBS Productions, Integral Film",Drama,tt2172584,2014,05,21
89185,Radio Rebel,0,0,90,0,R,"Two 4 The Money Media, MarVista Entertainment","Comedy, Drama, Family, TV Movie, Music",tt2008633,2012,06,09
10033,Just Friends,50817508,0,94,50817508,R,"BenderSpink, Cinezeta","Comedy, Romance",tt0433400,2005,11,23
218836,Planes: Fire & Rescue,151165787,50000000,83,151165787,R,"Disney Television Animation, Prana Animation Studios, DisneyToon Studios, Walt Disney Pictures, Prana Studios","Animation, Comedy, Adventure, Family",tt2980706,2014,07,17
823625,Blacklight,15902207,43000000,104,15902207,R,"The Solution, Zero Gravity Management, Film Victoria, Lightstream Entertainment, Screen Australia, Footloose Productions, Sina Studios, Fourstar Film Partners Production, Elevate Production Finance, Monty the Dog Productions","Action, Thriller, Drama, Adventure",tt14060094,2022,02,10
6278,Reign of Fire,82150183,60000000,101,82150183,R,"Touchstone Pictures, Spyglass Entertainment, The Zanuck Company, World 2000 Entertainment, Birnbaum/Barber Productions","Adventure, Action, Fantasy",tt0253556,2002,07,09
11357,Halloween 4: The Return of Michael Myers,17800000,5000000,88,17800000,R,"Trancas International Films, Galaxy International Releasing","Horror, Thriller",tt0095271,1988,10,21
11164,D2: The Mighty Ducks,45610410,0,106,45610410,R,Avnet/Kerner Productions,"Comedy, Action, Family, Drama",tt0109520,1994,03,25
335778,Risen,46100000,20000000,107,46100000,R,"Patrick Aiello Productions, Affirm Films, Columbia Pictures, LD Entertainment","Action, Adventure, Drama, Fantasy",tt3231054,2016,02,18
227300,Stretch,0,0,94,0,R,"IM Global, Universal Pictures, Blumhouse Productions, Chambara Pictures","Action, Comedy, Thriller",tt2494280,2014,10,14
459910,Braven,854319,5000000,94,854319,R,"Pride of Gypsies, Tinker Productions, Hassell Free Production, Highland Film Group, Narrative Capital, Braven NL","Drama, Action, Thriller",tt5001754,2018,02,01
64686,47 Ronin,151783839,175000000,119,151783839,R,"Mid Atlantic Films, Stuber Pictures, Moving Picture Company, H2F Entertainment, Universal Pictures, Relativity Media","Drama, Action, Fantasy",tt1335975,2013,12,06
1685,Beneath the Planet of the Apes,18999718,3000000,95,18999718,R,"APJAC Productions, 20th Century Fox","Adventure, Science Fiction, Mystery",tt0065462,1970,04,23
12538,Senseless,13035599,0,93,13035599,R,"Dimension Films, Miramax","Comedy, Romance",tt0120820,1998,02,20
1688,Conquest of the Planet of the Apes,9700000,1700000,88,9700000,R,"APJAC Productions, 20th Century Fox","Action, Science Fiction",tt0068408,1972,06,29
506072,Prospect,22777,4000000,98,22777,R,"Depth of Field, Bron Studios, Ground Control Entertainment, Shep Films, Breaker, Film4 Productions, DUST",Science Fiction,tt7946422,2018,10,02
419831,I Kill Giants,0,15100000,106,0,R,"XYZ Films, 1492 Pictures, Having Me Films, Ocean Blue Entertainment, uFund, Man of Action Entertainment, Adonis Production, Parallel Films, uMedia","Fantasy, Drama",tt4547194,2017,11,15
46529,I Am Number Four,149900000,50000000,109,149900000,R,"Touchstone Pictures, Bay Films, DreamWorks Pictures, Reliance Entertainment","Action, Thriller, Science Fiction, Adventure",tt1464540,2011,02,18
750253,My Son,962689,0,95,962689,R,"STXfilms, MadRiver Pictures, Sixteen Films, Wild Bunch, Canal+, Ciné+, Creative Scotland, Une Hirondelle Productions, Wild Bunch Germany","Thriller, Crime, Drama",tt13234058,2021,09,23
4477,The Devil's Own,140807547,90000000,107,140807547,R,Columbia Pictures,"Crime, Thriller, Drama",tt0118972,1997,03,13
487297,What Men Want,69766483,20000000,117,69766483,R,"BET Films, Paramount Players, Paramount Pictures, Will Packer Productions","Comedy, Romance",tt7634968,2019,02,08
454294,The Kid Who Would Be King,32140970,59000000,120,32140970,R,"Working Title Films, Big Talk Studios, TSG Entertainment, 20th Century Fox","Action, Adventure, Fantasy, Family",tt6811018,2019,01,16
324807,A Bigger Splash,7545758,0,125,7545758,R,"Frenesy Film, MiC, StudioCanal, COTA Films","Drama, Thriller, Romance",tt2056771,2015,11,26
20701,Tales from the Darkside: The Movie,16324573,3500000,93,16324573,R,"Paramount Pictures, Laurel Productions, Darkside Movie, Laurel Entertainment","Thriller, Comedy, Fantasy, Horror",tt0100740,1990,05,03
390061,Mark Felt: The Man Who Brought Down the White House,4372130,0,103,4372130,R,"Cara Films, MadRiver Pictures, Scott Free Productions, Playtone","Drama, History, Thriller",tt5175450,2017,09,28
9039,Trapped,13414416,30000000,106,13414416,R,"Senator Film, Propaganda Films, Columbia Pictures","Action, Crime, Thriller, Drama",tt0280380,2002,09,20
2637,The Mothman Prophecies,55305279,32000000,119,55305279,R,"Screen Gems, Lakeshore Entertainment","Drama, Horror, Mystery",tt0265349,2002,01,25
9573,Blood Work,31794718,50000000,110,31794718,R,"Malpaso Productions, Warner Bros. Pictures","Thriller, Crime, Action, Mystery",tt0309377,2002,08,09
309886,Blood Father,6903033,13000000,88,6903033,R,"Wild Bunch, Why Not Productions, Lionsgate","Action, Thriller, Drama",tt3647498,2016,08,11
11896,Throw Momma from the Train,57915972,14000000,88,57915972,R,Orion Pictures,"Comedy, Crime",tt0094142,1987,12,11
326285,American Pastoral,1715728,10000000,108,1715728,R,"TIK Films, Lakeshore Entertainment, Lionsgate","Crime, Drama",tt0376479,2016,10,20
55846,Blitz,15800000,15774948,97,15800000,R,"Lipsync Productions, Kushner/Wyman Productions, Davis Films, Lionsgate, Current Entertainment","Crime, Action, Thriller",tt1297919,2011,05,20
19004,The Land Before Time III: The Time of the Great Giving,0,0,70,0,R,"Universal Cartoon Studios, AKOM Production Company","Animation, Adventure, Family",tt0113596,1995,03,16
8688,Snake Eyes,103900000,73000000,98,103900000,R,"Paramount Pictures, DeBart, Touchstone Pictures, GP Snake Eyes Productions","Thriller, Crime, Mystery",tt0120832,1998,08,07
1634,Free Willy,153698625,20000000,112,153698625,R,"Donner/Shuler-Donner Productions, Warner Bros. Pictures","Family, Adventure, Drama",tt0106965,1993,07,16
341006,The Belko Experiment,10166820,5000000,89,10166820,R,"Orion Pictures, The Safran Company, Troll Court Entertainment, BH Tilt","Horror, Thriller",tt1082807,2016,03,17
13190,Dead Space: Downfall,0,0,74,0,R,"Electronic Arts (EA), Film Roman","Animation, Horror, Science Fiction, Thriller",tt1267379,2008,10,27
6341,Blue Thunder,42313354,22000000,110,42313354,R,"Rastar Productions, Columbia Pictures","Drama, Action, Thriller",tt0085255,1983,02,05
395990,Death Wish,34017028,30000000,107,34017028,R,"Metro-Goldwyn-Mayer, Cave 76 Productions","Action, Crime, Drama, Thriller",tt1137450,2018,03,02
87496,The Company You Keep,20014680,2000000,121,20014680,R,"Brightlight Pictures, Kingsgate Films, Voltage Pictures, TCYK North Productions, Wildwood Enterprises","Drama, Thriller",tt1381404,2012,09,06
59962,This Means War,156974557,65000000,98,156974557,R,"Dune Entertainment, Overbrook Entertainment, Robert Simonds Productions, 20th Century Fox","Action, Comedy, Romance",tt1596350,2012,02,14
11860,Sabrina,53672080,58000000,127,53672080,R,"Paramount Pictures, Constellation Films, Mirage Enterprises, Scott Rudin Productions, Sandollar Productions, Worldwide Productions, Mont Blanc Entertainment GmbH","Comedy, Romance",tt0114319,1995,12,15
9280,Femme Fatale,16800000,35000000,114,16800000,R,"Epsilon Motion Pictures, Quinta Communications, Warner Bros. Pictures","Mystery, Crime, Thriller",tt0280665,2002,04,30
411143,Tau,0,0,97,0,R,"Phantom Four, Addictive Pictures, Kaos Theory Entertainment, Rhea Films, Waypoint Entertainment, Hercules Film Fund","Science Fiction, Thriller, Horror",tt4357394,2018,06,29
136418,Hummingbird,8352885,20000000,100,8352885,R,"Lionsgate, Shoebox Films, IM Global","Action, Thriller",tt1893256,2013,05,07
11017,Billy Madison,26488734,10000000,90,26488734,R,"Jack Giarraputo Productions, Universal Pictures, Robert Simonds Productions",Comedy,tt0112508,1995,02,10
264999,Magic Mike XXL,117800000,14800000,115,117800000,R,"Warner Bros. Pictures, Iron Horse Entertainment","Comedy, Drama",tt2268016,2015,07,01
12262,The Hills Have Eyes,25000000,325000,90,25000000,R,Blood Relations Co.,"Horror, Thriller",tt0077681,1977,07,22
296,Terminator 3: Rise of the Machines,435000000,200000000,109,435000000,R,"IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, C2 Pictures, Mostow/Lieberman Productions, Intermedia, Senator International, Valhalla Motion Pictures","Action, Thriller, Science Fiction",tt0181852,2003,07,02
10972,Session 9,1612259,1500000,100,1612259,R,"USA Films, Scout Productions, October Films","Horror, Mystery",tt0261983,2001,08,10
11355,Never Been Kissed,84565230,25000000,107,84565230,R,"Fox 2000 Pictures, Bushwood Pictures, Flower Films, Never Been Kissed Productions, 20th Century Fox","Romance, Comedy, Drama",tt0151738,1999,04,09
8916,Antz,171757863,60000000,83,171757863,R,"Pacific Data Images, DreamWorks Animation, DreamWorks Pictures","Family, Animation, Adventure, Comedy",tt0120587,1998,10,02
72545,Journey 2: The Mysterious Island,355692760,79000000,94,355692760,R,"Walden Media, New Line Cinema, Contrafilm, Warner Bros. Pictures","Adventure, Action, Science Fiction",tt1397514,2012,01,19
9725,Friday the 13th Part 2,21722776,1250000,86,21722776,R,"Paramount Pictures, Georgetown Productions Inc.","Horror, Thriller",tt0082418,1981,05,01
197796,Beauty and the Beast,49100000,33000000,112,49100000,R,"Canal+, Studio Babelsberg, Eskwad, TMC, Pathé, 120 Films, TF1, Ciné+, TF1 Films Production, Vision Globale","Fantasy, Romance",tt2316801,2014,02,12
157820,Mood Indigo,10435322,16040770,130,10435322,R,"Brio Films, SCOPE Invest, SCOPE Pictures, StudioCanal, Anton Capital Entertainment, France 2 Cinéma, Canal+, Ciné+, France Télévisions, Hérodiade, Eurimages","Drama, Fantasy",tt2027140,2013,01,10
5689,The Blue Lagoon,58853106,4500000,104,58853106,R,Columbia Pictures,"Romance, Adventure",tt0080453,1980,07,05
209247,The Art of the Steal,64065,0,90,64065,R,"Darius Films, Entertainment One, Téléfilm Canada, Astral Media, Ontario Media Development Corporation, The Weinstein Company, Stage 6 Films","Comedy, Crime",tt2172985,2013,09,20
114750,Dear White People,0,1000000,108,0,R,"Homegrown Pictures, Duly Noted, Code Red","Drama, Romance",tt2235108,2014,10,17
102362,Dead Man Down,19600000,30000000,118,19600000,R,"WWE Studios, Original Film, Frequency Films, IM Global","Thriller, Action, Crime, Drama",tt2101341,2013,03,08
14444,The Rugrats Movie,100491683,30000000,80,100491683,R,"Klasky-Csupo, Nickelodeon Movies, Paramount Pictures","Family, Animation, Comedy, Adventure",tt0134067,1998,11,20
10589,After the Sunset,61300000,60000000,97,61300000,R,"New Line Cinema, Contrafilm, Firm Films, RAT Entertainment","Action, Comedy, Crime, Drama",tt0367479,2004,11,12
9889,Shallow Hal,141069860,40000000,114,141069860,R,"20th Century Fox, Conundrum Entertainment","Comedy, Romance",tt0256380,2001,11,01
473149,Traffik,5132274,4000000,96,5132274,R,"Hidden Empire Film Group, Lionsgate","Horror, Thriller",tt5670152,2018,04,20
400106,Bright,0,90000000,117,0,R,"Clubhouse Pictures, Overbrook Entertainment","Fantasy, Action, Thriller",tt5519340,2017,12,22
59968,Our Idiot Brother,24816118,5000000,90,24816118,R,"Big Beach, Likely Story, The Weinstein Company, Yuk Films, Lantern Entertainment","Comedy, Drama",tt1637706,2011,08,26
18519,Free Willy 3: The Rescue,0,0,86,0,R,"Donner/Shuler-Donner Productions, Regency Enterprises, Warner Bros. Pictures, Warner Bros. Family Entertainment","Family, Adventure",tt0119152,1997,08,06
9457,Deep Rising,11203026,45000000,106,11203026,R,"Calimari Productions, Hollywood Pictures, Cinergi Pictures","Adventure, Action, Horror, Science Fiction",tt0118956,1998,01,30
387592,Early Man,53431158,50000000,89,53431158,R,"Aardman, StudioCanal, Creative Skillset's Skills Investment Fund, BFI, Summit Entertainment","Family, Comedy, Animation, Adventure",tt4701724,2018,01,26
11234,The Omega Man,8720000,0,98,8720000,R,Walter Seltzer Productions,"Science Fiction, Action",tt0067525,1971,08,01
9257,S.W.A.T.,207700000,80000000,117,207700000,R,"Original Film, Camelot Pictures, Chris Lee Productions, Illusion Entertainment, Columbia Pictures","Action, Thriller, Crime",tt0257076,2003,08,08
532671,The Prodigy,21200000,6000000,92,21200000,R,"Vinson Films, XYZ Films, Orion Pictures, Metro-Goldwyn-Mayer","Horror, Thriller",tt4504044,2019,02,06
830788,The Invitation,33628000,10000000,105,33628000,R,"Screen Gems, Latchkey","Horror, Thriller",tt12873562,2022,08,24
507441,Sea Fever,0,0,95,0,R,"Epic Pictures Group, Frakas Productions, Bright Pictures, Fís Éireann/Screen Ireland, Creativity Capital, Fantastic Films, Flexibon Films, Makar Productions, Pandastorm Pictures, Scandinavian Content Group","Thriller, Horror, Drama, Science Fiction, Mystery",tt2716382,2020,03,06
455236,Accident Man,0,0,101,0,R,"LINK Entertainment, Six Demon Films, Destination Films","Action, Crime, Thriller",tt6237612,2018,02,06
219572,Police Story: Lockdown,94300000,35000000,110,94300000,R,"Jackie & JJ Productions, Starlit HK Int'l Media Company Limited, China Film Co-Production Corporation, Wanda Pictures, China Film Group Corporation, China Movie Channel, Xi'An Dragon Film and TV Culture Co., Ltd","Action, Crime, Drama",tt2599716,2013,12,24
369894,Wakefield,798214,0,106,798214,R,"Mockingbird Pictures, Dominion Pictures",Drama,tt5195412,2017,05,19
272548,Moonwalkers,0,0,107,0,R,"Nexus Factory, Partizan Films, Potemkin Productions",Comedy,tt2718440,2015,03,14
225565,That Awkward Moment,45600000,8000000,94,45600000,R,"Treehouse Pictures, FilmDistrict, Aversano Films, What If It Barks Films, Virgin Produced, Ninjas Runnin' Wild Productions","Comedy, Romance",tt1800246,2014,01,29
8078,Alien Resurrection,162000000,70000000,109,162000000,R,"20th Century Fox, Brandywine Productions","Science Fiction, Horror, Action",tt0118583,1997,11,12
698,Moonraker,210308099,34000000,126,210308099,R,"United Artists, EON Productions, Danjaq, Les Productions Artistes Associés","Action, Adventure, Thriller, Science Fiction",tt0079574,1979,06,26
306943,The Outcasts,0,0,95,0,R,BCDF Pictures,Comedy,tt2597760,2017,04,14
286565,Paper Towns,85500000,12000000,109,85500000,R,"Fox 2000 Pictures, Temple Hill Entertainment","Mystery, Drama, Romance",tt3622592,2015,06,18
38543,Ironclad,5151023,25000000,121,5151023,R,"Perpetual Media Capital, Mythic International Entertainment, ContentFilm International, Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I), VIP 4 Medienfonds, Premiere Picture, Rising Star, Silver Reel, Wales Creative IP Fund, Molinare Investment","Romance, Adventure, Action, History",tt1233301,2011,03,03
8247,Jumper,222231186,85000000,88,222231186,R,"Dune Entertainment, Hypnotic, New Regency Pictures","Action, Adventure, Science Fiction",tt0489099,2008,02,13
660982,American Pie Presents: Girls' Rules,0,0,95,0,R,"Universal 1440 Entertainment, Universal Pictures, Capital Arts Entertainment",Comedy,tt11771594,2020,10,06
446807,The Girl in the Spider's Web,35164920,43000000,115,35164920,R,"Columbia Pictures, Metro-Goldwyn-Mayer, Regency Enterprises, Scott Rudin Productions, The Cantillon Company, Rose Pine Productions, Studio Babelsberg, Yellow Bird UK","Action, Adventure, Crime",tt5177088,2018,10,25
69668,Dream House,39984400,50000000,84,39984400,R,"Cliffjack Motion Pictures, Morgan Creek Entertainment","Mystery, Drama, Thriller",tt1462041,2011,09,29
10739,Anything Else,13600000,18000000,108,13600000,R,"Granada Productions, DreamWorks Pictures, Canal+, Gravier Productions, Perdido Productions","Drama, Comedy, Romance",tt0313792,2003,08,27
9506,Anger Management,195745823,75000000,106,195745823,R,"Columbia Pictures, Revolution Studios, Happy Madison Productions",Comedy,tt0305224,2003,04,11
1125311,Imaginary,39010693,13000000,104,39010693,R,"Blumhouse Productions, Tower of Babble Entertainment, Lionsgate","Horror, Mystery, Thriller",tt26658104,2024,03,06
425505,Kin,10023153,30000000,102,10023153,R,"21 Laps Entertainment, No Trace Camping, Lionsgate, Summit Entertainment, Good Universe, Endeavor Content","Science Fiction, Action, Adventure, Thriller",tt6017942,2018,08,29
301875,Equals,2084628,16000000,102,2084628,R,"Infinite Studios, Freedom Media, Route One Entertainment, Scott Free Productions","Drama, Romance, Science Fiction",tt3289728,2015,07,15
391714,On Chesil Beach,3335913,745971,110,3335913,R,"Number 9 Films, BBC Film","Drama, Romance",tt1667321,2018,01,19
58431,Pride and Prejudice and Zombies,16457494,28000000,108,16457494,R,"Handsomecharlie Films, Cross Creek Pictures, Panorama Media, QC Entertainment, MadRiver Pictures, Allison Shearmur Productions, Head Gear Films, PPZ Holdings, Sierra/Affinity, Screen Gems","Romance, Horror, Comedy, Thriller",tt1374989,2016,02,04
680593,The Dark and the Wicked,289157,0,95,289157,R,"Travelling Picture Show Company, Unbroken Pictures, Shotgun Shack Pictures, Inwood Road Films","Horror, Drama, Mystery",tt10229558,2020,10,29
258363,Desierto,4924990,0,88,4924990,R,"Itaca Films, Esperanto Kino, CG Cinéma, Esperanto Filmoj, Orange Studio, Lava Bear","Thriller, Drama",tt3147312,2015,04,12
109443,Anchorman 2: The Legend Continues,173700000,50000000,119,173700000,R,"Gary Sanchez Productions, Paramount Pictures, Apatow Productions",Comedy,tt1229340,2013,12,18
81390,A Lonely Place to Die,25345000,4000000,99,25345000,R,"Carnaby International, Eigerwand Pictures, Molinare Studios, Kaleidoscope Entertainment","Adventure, Action, Thriller, Crime",tt1422136,2011,04,09
49520,The Change-Up,75500000,52000000,112,75500000,R,"Universal Pictures, Relativity Media, Original Film, Big Kid Pictures, Rampage VFX",Comedy,tt1488555,2011,08,05
13455,Push,49678401,38000000,111,49678401,R,"Summit Entertainment, Icon Productions, Infinity Features, Icon Entertainment International","Science Fiction, Action, Adventure, Thriller",tt0465580,2009,02,04
611213,The Prom,187432,0,130,187432,R,"Dramatic Forces, StoryKey Entertainment","Romance, Comedy",tt10161886,2020,12,02
13532,Fanboys,948753,0,90,948753,R,"The Weinstein Company, Third Rail Releasing","Adventure, Comedy",tt0489049,2009,02,06
10202,Bedtime Stories,212874864,80000000,99,212874864,R,"Walt Disney Pictures, Gunn Films, Happy Madison Productions","Fantasy, Comedy, Family, Romance",tt0960731,2008,12,24
10065,The Amityville Horror,107516369,19000000,90,107516369,R,"Metro-Goldwyn-Mayer, Dimension Films, Platinum Dunes, Radar Pictures, United Artists","Horror, Thriller",tt0384806,2005,04,14
1852,World Trade Center,163200000,65000000,129,163200000,R,"Paramount Pictures, Double Feature Films, Intermedia, Kernos Filmproduktionsgesellschaft & Company, Ixtlan","Drama, History, Thriller",tt0469641,2006,08,09
184345,A Haunted House 2,25343661,4000000,87,25343661,R,"Automatik Entertainment, IM Global Octane, Wayans Bros. Entertainment, Endgame Entertainment","Comedy, Horror",tt2828996,2014,04,17
18360,Night at the Museum: Battle of the Smithsonian,413106170,150000000,105,413106170,R,"21 Laps Entertainment, 1492 Pictures, Dune Entertainment, Moving Picture Company, Museum Canada Productions, 20th Century Fox","Adventure, Fantasy, Action, Comedy, Family",tt1078912,2009,05,20
11557,St. Elmo's Fire,37803872,0,110,37803872,R,Columbia Pictures,"Drama, Romance, Comedy",tt0090060,1985,06,28
643532,The Card Counter,5040860,0,111,5040860,R,"Redline Entertainment, LB Entertainment, Enriched Media Group, One Two Twenty Entertainment, Focus Features, Convergent Media, HanWay Films, Saturn Streaming, Sikelia Productions, Astrakan Film AB","Drama, Thriller",tt11196036,2021,09,03
333381,Return to Sender,0,0,95,0,R,"Boo Pictures, Voltage Pictures","Drama, Thriller",tt2948790,2015,05,31
12145,Fierce Creatures,9381260,25000000,93,9381260,R,"Jersey Films, Universal Pictures, Fish Productions","Comedy, Romance",tt0119115,1997,01,23
11983,Proof of Life,0,65000000,135,0,R,"Castle Rock Entertainment, Warner Bros. Pictures, Bel Air Entertainment, Anvil Films","Thriller, Drama",tt0228750,2000,12,08
8592,Dick Tracy,103738726,47000000,105,103738726,R,"Touchstone Pictures, Mulholland Productions, Silver Screen Partners IV","Adventure, Comedy, Crime",tt0099422,1990,04,05
2058,Addicted to Love,34673095,0,100,34673095,R,"Outlaw Productions, Warner Bros. Pictures, Miramax","Comedy, Romance",tt0118556,1997,05,23
518158,Leprechaun Returns,0,1500000,93,0,R,"Lionsgate, Syfy, Studio L, Blue Ice Pictures","Horror, Fantasy, Comedy",tt8155182,2018,12,11
34806,The Back-Up Plan,77477008,35000000,106,77477008,R,"Escape Artists, CBS Films","Comedy, Romance",tt1212436,2010,04,23
590995,The Craft: Legacy,2300000,18000000,94,2300000,R,"Blumhouse Productions, Red Wagon Entertainment, Columbia Pictures","Horror, Drama, Fantasy",tt4685762,2020,10,28
152792,Devil's Knot,0,15000000,114,0,R,Worldview Entertainment,"Crime, Drama, Thriller",tt0804463,2013,05,09
13673,Christmas with the Kranks,0,60000000,99,0,R,"Revolution Studios, 1492 Pictures","Comedy, Family",tt0388419,2004,11,24
10345,K-9,78247647,17000000,101,78247647,R,"Gordon Company, Universal Pictures","Action, Comedy, Crime",tt0097637,1989,04,28
399796,Life of the Party,61700416,30000000,105,61700416,R,"On the Day, New Line Cinema, Warner Bros. Pictures",Comedy,tt5619332,2018,05,10
268896,Pacific Rim: Uprising,290061297,150000000,111,290061297,R,"Legendary Pictures, Double Dare You (DDY)","Action, Fantasy, Science Fiction, Adventure",tt2557478,2018,03,21
109418,Grown Ups 2,247022278,80000000,101,247022278,R,"Columbia Pictures, Happy Madison Productions",Comedy,tt2191701,2013,07,11
65759,Happy Feet Two,150406466,130000000,100,150406466,R,"Warner Bros. Pictures, Village Roadshow Pictures, Kennedy Miller Mitchell, Dr. D. Studios","Animation, Comedy, Family",tt1402488,2011,11,17
11351,Jeepers Creepers 2,63102666,17000000,104,63102666,R,"Jeepers Creepers II, United Artists, American Zoetrope, Myriad Pictures","Horror, Thriller",tt0301470,2003,08,08
10025,Just My Luck,38159905,28000000,103,38159905,R,"New Regency Pictures, Regency Enterprises, Cheyenne Enterprises, 20th Century Fox","Comedy, Drama, Family, Fantasy, Romance",tt0397078,2006,05,12
848538,Argylle,96175599,200000000,139,96175599,R,"Marv, Apple Studios, Cloudy Productions","Action, Adventure, Comedy",tt15009428,2024,01,31
531309,Brightburn,33224654,6000000,91,33224654,R,"Troll Court Entertainment, Screen Gems, Stage 6 Films, The H Collective","Horror, Science Fiction, Thriller, Mystery",tt7752126,2019,05,09
11892,Murder by Numbers,56714147,50000000,120,56714147,R,"Castle Rock Entertainment, Schroeder Hoffman Productions, Warner Bros. Pictures","Crime, Drama, Thriller",tt0264935,2002,04,19
10425,The Death and Life of Bobby Z,413454,22000000,97,413454,R,"Eclectic pictures, Millennium Media","Drama, Action, Thriller, Crime",tt0473188,2007,07,23
419479,The Babysitter,0,0,85,0,R,"Wonderland Sound and Vision, Boies/Schiller Film Group","Comedy, Horror",tt4225622,2017,10,13
